"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","16613"
"query","Query:[tag= ""VB.*""] [tag=""RB""]? [tag = ""VVN"" & lemma = ""stain""] [tag=""IN""] within < s/>;Shuffle:"
"Reference","Left","KWIC","Right"
"microscopy-uk.org.uk","end of the Fallopian tube which catches the egg cells. </s><s> Note that the lining cells show obvious hairy extensions. </s><s> Both","are stained with","crystal violet. </s><s> These hairy structures are constantly moving. </s><s> This action helps direct the contents of the tubular"
"gutenberg.org",", light green changing to yellowish-green, with a tinge of brownish-red on the side exposed to the sun where also it","is somewhat stained with","a fine, pale brown-russet, either in streaks or patches; flesh white, gritty, very juicy, buttery, with a rich,"
"condition.org","a secondhand Izod shirt, grabs his briefcase and heads for a sparse office at the Division of Work. </s><s> The beige walls have","been stained by","tropical rains that pound through the leaky tin ceiling. </s><s> Rwiyereka has jammed his desk next to a window so he can catch a"
"mormonthink.com","war should be declared [ObMs 131] were it not for you I should be the most wretched being [ObMs 141] that my hands should","be stained with","the blood of your dearest friends [ObMs 142] if a few more battles should be fought and the infuriated conqueror should"
"patentsencyclopedia.com","rabbit anti-γH2AX antibody in PBS containing 1% bovine serum albumin at 4° C. overnight. </s><s> After three PBS washes, cells","were stained with","200-fold diluted Cy3-conjugated goat anti-rabbit secondary antibody and 500-fold diluted 4'',6''-"
"vgmuseum.com","Dracula concealed his face within the coils of his cape. </s><s> Though I could still see his features. </s><s> The beard and mustache","was stained with","grey. </s><s> I cared not. </s><s> The battle would continue. </s><s> I was unsure what to do. </s><s> Then the Dark Lord disappeared. </s><s> A coil of mist"
"justia.com","was prepared in parallel where vehicle and BCI-215 treatments were reversed. </s><s> Twenty-four hours thereafter, plates","were stained with","Hoechst 33342, washed once, and imaged on the ArrayScan II using a 10× objective for analysis for cell numbers and"
"indymedia.org","victories and the new Egyptian revolution will further set back the Syrian Muslim Brotherhood. </s><s> Political Islam","was already stained by","the disgraceful monarchies of the Middle East. </s><s> The especially corrupt and decrepit dictatorship of Saudi Arabia has"
"hectichelpers.com.au","big batches of soup and pasta sauce and freezing them for later use. </s><s> To stop your Tupperware and plastic containers from","being stained by","tomato based sauces and soups, give the container a spray with oil before filling and you will find that the container"
"andrewjacobs.org","not cease to pour out his own blood to save the flock. </s><s> Do you want to learn how he drank the blood of the flock? </s><s> How his tongue","was stained with","blood? </s><s> ""Saul was still breathing threats and murder against the Lord''s disciples"" (Acts 9:1). </s><s> But that one breathing"
"bio-protocol.org","will be stained with phalloidin, as well as matched control samples that will be processed identically but will not","be stained with","phalloidin (unstained controls). </s><s> Prepare cells by concentrating to desired density by centrifugation and"
"ebooklibrary.org","the centre of the site collapsed. </s><s> In Byblos, a medieval tower was damaged and Venetian period remains near the harbour","were dramatically stained by","the oil slick and were considered to be difficult to clean. </s><s> Damage was also caused to remains at Bint Jbeil and Chamaa,"
"wild-bird-watching.com","is left entirely natural (I wasn''t familiar with Alaskan spruce and wanted to see how it will weather) and the others","are stained on","the exterior except for the walnut house which is oiled. </s><s> I left the insides natural as I read that it''s not good to put"
"roswellfanatics.net","in tight fitting trousers. </s><s> The billowing, half open shirt showed off the wide muscular expanse of his chest. </s><s> The fabric","was stained with","blood but it did not thing to lessen his appeal. </s><s> When she reached his face she gazed at the beautifully windswept and"
"kidswebindia.com","heroically, and never mind the scars. </s><s> Better have wounded and empty hands that are clean than hands that are full and yet","are stained with","sin. </s><s> Quote fromIn Green PasturesBy, J.R. Miller, D.D. 5. </s><s> The safest place The safest place in all this world is ever the"
"usask.ca","with an oomycete, which has produced the filaments (hyphae) extending from it. </s><s> The living Saprolgnia ferax hypha","is stained with","three fluorescent endomembrane probes. </s><s> The growth rate of the hypha in the movie was 6.6 μm/min over 548 sec. </s><s> Student"
"lazaris.com","roofs and stucco finishing. </s><s> Litter -- plastic bottles, scraps of paper, miscellaneous junk -- everywhere. </s><s> The stucco","was stained by","age, mold and mildew, or neglect. </s><s> Ugly and beautiful in the same moment. </s><s> Yet even the ugliness seemed to have a certain"
"awesomezara.com","the fine rug of hair. </s><s> The air was dense with my humiliation. </s><s> He stared hard at me but did not motion to touch me. </s><s> My shirt","was stained with","the blood from my wounds. </s><s> The muscles in my arms screamed and refused to go higher than shoulder level when I attempted to"
"illinois.edu","novel technique removed the ... </s><s> This image contains two fibroblast cells that were fixed on a microscope slide after","being stained with","rhodamine phalloidin (red), wheat germ agglutinin (green), and 4'',6-diamidino-2-phenylindole (blue) in order to"
"usalights.com","pine planking, grooved to simulate a pier or deck, and wrapped in their trademark white nautical rope. </s><s> Each base","is stained in","a rich and warm tone for looks, then top-coated for permanence and protection. </s><s> The lamp is completed with a heavy"
"eg.net","analysis </s><s> The liver of rats of different groups were removed and fixed in 10% formal saline; 5 μm thick paraffin sections","were stained with","haematoxylin and eosin [38] and examined by light microscope. </s><s> Formalin-fixed specimens were embedded in paraffin,"
"uwatriathlonclub.com",". </s><s> You may try the rubber band trick that is. </s><s> While you are currently making Clothing options, note your silk blouses will","be stained by","breast milk, and that prints would not show wetness as solids. </s><s> Otherwise or unwise fabric options may come to mind. </s>"
"gardeninginfozone.com",", fountains and ponds first. </s><s> When using wood for the garden only use pressure impregnated wood which will not rot and can","be stained to","the colour of your choice; ordinary soft wood will not last. </s><s> There are many new paint-on wood treatments but nothing is"
"stardestroyer.net","suddenly spoke up. </s><s> ""Admiral Ozzel was a good man you little conniving bastard and I''ve heard enough about how he","was stained by","you that I would have a word with you alone."" </s><s> ""You and what army?"" </s><s> Piett sneered. </s><s> ""I have quite the fleet at my disposal,"
"fakinhibitors.com","hrs and subsequently transferred to 70% ethanol, dehydrated, and embedded in paraffin. </s><s> Sections 5 um in thickness had","been stained with","rat anti?mouse CD31 monoclonal antibody at ten ug/ml concentration for 60 minutes at 37 C. Counterstaining of"
"dotmoon.net","until she was reaching for one of the towels that she realized all the clothing she had was what she had been wearing. </s><s> It","was stained with","sweat and dirt and desperately needed washing. </s><s> Biting her lip to hold in the rather eloquent string of curses, she"
"studymode.com","and organelles. </s><s> In the onion bulb, cells from the onion peel were elongated and reddish in color. </s><s> After the slide","was stained with","I2KI, the cytoplasm was lightly stained and the nucleus became very distinct showing its spherical body bounded by the"
"6moons.com","speakers fall into such a state of disrepair that their dog was allowed to relieve itself on them at will and the speakers","were horribly stained as","a result. </s><s> Bill walked away from the purchase. </s><s> Then came a phone call from the owner''s wife. </s><s> Eventually she agreed on a"
"forumotion.net",", it held a bit more lively quality to it, as if I had not seen it often. </s><s> Whereas, with my counterpart, her eyes seemed to","be stained with","the substance of that emotion. </s><s> Apathy mixed in with her gaze, she, a bit more desensitized to it than me, and so it held as"
"the-scientist.com",". </s><s> In this example, estrogen receptor staining is being quantified in cancerous breast tissue. </s><s> The cells","are stained with","three tags: cytokeratin (green, A), which differentiates the tumor from surrounding tissue; DAPI (blue, B), which"
"quran4u.com","be on their faces during the different events of the Day of Judgment. </s><s> But the faces of the rebellious disbelievers will","be stained with","dust and darkness. </s><s> nor any humiliating disgrace, </s><s> After Allah told us about the state of those happy people who have done"
